 # Stamped by ../../../disorder on  4/09/2023 at 18:21:36
 #../../../disorder -ncall1 1000000 -pdf MSHT20nnlo_as118 -Q 10 -scaleuncert -pdfuncert -NC -noCC -E
 # ----------------------------------------------------------
 # Doing DIS @ nnlo  (e^- + p)
 # Inclusively in radiation
 # Including neutral current
 # With γ/Z
 # xmin, xmax:         9.8456206679269054E-004   1.0000000000000000
 # ymin, ymax:         0.0000000000000000        1.0000000000000000
 # Q2min, Q2max:       100.00000000000000        100.00000000000000      GeV^2
 # Electron energy:    27.600000000000001      GeV
 # Proton energy:      920.00000000000000      GeV
 # COM energy:         101568.00000000000      GeV^2
 # PDF:             MSHT20nnlo_as118
 # MZ:                 91.187600000000003
 # MW:                 80.397999999999996
 # nf:                         5
 # CA:                 3.0000000000000000
 # CF:                 1.3333333333333333
 # TR:                0.50000000000000000
 # αS(MZ):            0.11800072760577117
 # 1/αEM:              137.00000000000000
 # GF:                 1.1267023651653377E-005
 # sin(θ_W)^2:        0.22264585341299603
 # ----------------------------------------------------------
# dsigma/dlogx index   0
 -.69233136D+01 -.66463811D+01 0.18155854D+02 0.19058912D+00
 -.66463811D+01 -.63694485D+01 0.19827808D+02 0.19777913D+00
 -.63694485D+01 -.60925160D+01 0.21197794D+02 0.20167231D+00
 -.60925160D+01 -.58155834D+01 0.21981374D+02 0.20267161D+00
 -.58155834D+01 -.55386509D+01 0.22119231D+02 0.19954944D+00
 -.55386509D+01 -.52617183D+01 0.21678140D+02 0.19194080D+00
 -.52617183D+01 -.49847858D+01 0.20969717D+02 0.18196329D+00
 -.49847858D+01 -.47078533D+01 0.19913167D+02 0.16911833D+00
 -.47078533D+01 -.44309207D+01 0.18793909D+02 0.15725736D+00
 -.44309207D+01 -.41539882D+01 0.17608115D+02 0.14757214D+00
 -.41539882D+01 -.38770556D+01 0.16401648D+02 0.14074161D+00
 -.38770556D+01 -.36001231D+01 0.15213060D+02 0.13622981D+00
 -.36001231D+01 -.33231905D+01 0.14071903D+02 0.13184058D+00
 -.33231905D+01 -.30462580D+01 0.13105605D+02 0.12703101D+00
 -.30462580D+01 -.27693254D+01 0.12187707D+02 0.12092001D+00
 -.27693254D+01 -.24923929D+01 0.11286305D+02 0.11498534D+00
 -.24923929D+01 -.22154604D+01 0.10501534D+02 0.11023582D+00
 -.22154604D+01 -.19385278D+01 0.96919575D+01 0.10395913D+00
 -.19385278D+01 -.16615953D+01 0.88192492D+01 0.98142690D-01
 -.16615953D+01 -.13846627D+01 0.77351424D+01 0.91880400D-01
 -.13846627D+01 -.11077302D+01 0.62961749D+01 0.79038234D-01
 -.11077302D+01 -.83079763D+00 0.44385015D+01 0.59429630D-01
 -.83079763D+00 -.55386509D+00 0.23638527D+01 0.34909361D-01
 -.55386509D+00 -.27693254D+00 0.71912713D+00 0.13576220D-01
 -.27693254D+00 0.00000000D+00 0.57278971D-01 0.26799750D-02


# dsigma/dx index   1
 0.00000000D+00 0.40000000D-01 0.17514796D+04 0.14549610D+02
 0.40000000D-01 0.80000000D-01 0.20918537D+03 0.20648058D+01
 0.80000000D-01 0.12000000D+00 0.10558434D+03 0.11083052D+01
 0.12000000D+00 0.16000000D+00 0.67454218D+02 0.73036003D+00
 0.16000000D+00 0.20000000D+00 0.47707739D+02 0.54043639D+00
 0.20000000D+00 0.24000000D+00 0.35221275D+02 0.41963750D+00
 0.24000000D+00 0.28000000D+00 0.26475797D+02 0.32714724D+00
 0.28000000D+00 0.32000000D+00 0.20315865D+02 0.25764629D+00
 0.32000000D+00 0.36000000D+00 0.15375634D+02 0.20030575D+00
 0.36000000D+00 0.40000000D+00 0.11651135D+02 0.15693306D+00
 0.40000000D+00 0.44000000D+00 0.88489922D+01 0.12378497D+00
 0.44000000D+00 0.48000000D+00 0.64552403D+01 0.93668338D-01
 0.48000000D+00 0.52000000D+00 0.47630291D+01 0.71323382D-01
 0.52000000D+00 0.56000000D+00 0.33921782D+01 0.52327444D-01
 0.56000000D+00 0.60000000D+00 0.23272170D+01 0.37459547D-01
 0.60000000D+00 0.64000000D+00 0.15801378D+01 0.27638637D-01
 0.64000000D+00 0.68000000D+00 0.10224717D+01 0.20734820D-01
 0.68000000D+00 0.72000000D+00 0.63978585D+00 0.15993028D-01
 0.72000000D+00 0.76000000D+00 0.37529848D+00 0.11964804D-01
 0.76000000D+00 0.80000000D+00 0.21220293D+00 0.85899530D-02
 0.80000000D+00 0.84000000D+00 0.10582416D+00 0.53414997D-02
 0.84000000D+00 0.88000000D+00 0.45827189D-01 0.28029871D-02
 0.88000000D+00 0.92000000D+00 0.15883638D-01 0.11900301D-02
 0.92000000D+00 0.96000000D+00 0.35361390D-02 0.37559873D-03
 0.96000000D+00 0.10000000D+01 0.23191867D-03 0.46275564D-04


# dsigma/dlogQ^2 index   2
 0.50000000D+00 0.61846627D+00 0.00000000D+00 0.00000000D+00
 0.61846627D+00 0.73693254D+00 0.00000000D+00 0.00000000D+00
 0.73693254D+00 0.85539882D+00 0.00000000D+00 0.00000000D+00
 0.85539882D+00 0.97386509D+00 0.00000000D+00 0.00000000D+00
 0.97386509D+00 0.10923314D+01 0.00000000D+00 0.00000000D+00
 0.10923314D+01 0.12107976D+01 0.00000000D+00 0.00000000D+00
 0.12107976D+01 0.13292639D+01 0.00000000D+00 0.00000000D+00
 0.13292639D+01 0.14477302D+01 0.00000000D+00 0.00000000D+00
 0.14477302D+01 0.15661965D+01 0.00000000D+00 0.00000000D+00
 0.15661965D+01 0.16846627D+01 0.00000000D+00 0.00000000D+00
