 # Stamped by ../../../disorder on  1/09/2023 at 11:37:54
 #../../../disorder -ncall1 1000000 -pdf MSHT20nnlo_as118 -Q 10 -scaleuncert -pdfuncert -NC -noCC -E
 # ----------------------------------------------------------
 # Doing DIS @ n3lo  (e^- + p)
 # Inclusively in radiation
 # Including neutral current
 # With γ/Z
 # xmin, xmax:         9.8456206679269054E-004   1.0000000000000000
 # ymin, ymax:         0.0000000000000000        1.0000000000000000
 # Q2min, Q2max:       100.00000000000000        100.00000000000000      GeV^2
 # Electron energy:    27.600000000000001      GeV
 # Proton energy:      920.00000000000000      GeV
 # COM energy:         101568.00000000000      GeV^2
 # PDF:             MSHT20nnlo_as118
 # MZ:                 91.187600000000003
 # MW:                 80.397999999999996
 # nf:                         5
 # CA:                 3.0000000000000000
 # CF:                 1.3333333333333333
 # TR:                0.50000000000000000
 # αS(MZ):            0.11800072760577117
 # 1/αEM:              137.00000000000000
 # GF:                 1.1267023651653377E-005
 # sin(θ_W)^2:        0.22264585341299603
 # ----------------------------------------------------------
# dsigma/dlogx index   0
 -.69233136D+01 -.66463811D+01 0.18234222D+02 0.83450913D-01
 -.66463811D+01 -.63694485D+01 0.19824365D+02 0.86995079D-01
 -.63694485D+01 -.60925160D+01 0.21125320D+02 0.89762838D-01
 -.60925160D+01 -.58155834D+01 0.22043036D+02 0.91576908D-01
 -.58155834D+01 -.55386509D+01 0.22028992D+02 0.91568958D-01
 -.55386509D+01 -.52617183D+01 0.21718636D+02 0.90880798D-01
 -.52617183D+01 -.49847858D+01 0.21042875D+02 0.89529006D-01
 -.49847858D+01 -.47078533D+01 0.19983098D+02 0.87332197D-01
 -.47078533D+01 -.44309207D+01 0.18885398D+02 0.84966889D-01
 -.44309207D+01 -.41539882D+01 0.17566351D+02 0.82052835D-01
 -.41539882D+01 -.38770556D+01 0.16400644D+02 0.79254538D-01
 -.38770556D+01 -.36001231D+01 0.15183619D+02 0.76389370D-01
 -.36001231D+01 -.33231905D+01 0.14036360D+02 0.73453569D-01
 -.33231905D+01 -.30462580D+01 0.13213472D+02 0.71204078D-01
 -.30462580D+01 -.27693254D+01 0.12165320D+02 0.68374355D-01
 -.27693254D+01 -.24923929D+01 0.11323655D+02 0.65891762D-01
 -.24923929D+01 -.22154604D+01 0.10415919D+02 0.63418327D-01
 -.22154604D+01 -.19385278D+01 0.96870992D+01 0.60940288D-01
 -.19385278D+01 -.16615953D+01 0.88185735D+01 0.58519214D-01
 -.16615953D+01 -.13846627D+01 0.78279128D+01 0.55228736D-01
 -.13846627D+01 -.11077302D+01 0.63118567D+01 0.50963217D-01
 -.11077302D+01 -.83079763D+00 0.44060500D+01 0.42085310D-01
 -.83079763D+00 -.55386509D+00 0.23944425D+01 0.33499998D-01
 -.55386509D+00 -.27693254D+00 0.73544784D+00 0.11124343D-01
 -.27693254D+00 0.00000000D+00 0.60017157D-01 0.12099917D-02


# dsigma/dx index   1
 0.00000000D+00 0.40000000D-01 0.17527425D+04 0.11199880D+01
 0.40000000D-01 0.80000000D-01 0.20942407D+03 0.72513196D+00
 0.80000000D-01 0.12000000D+00 0.10548146D+03 0.52572546D+00
 0.12000000D+00 0.16000000D+00 0.67003722D+02 0.42356992D+00
 0.16000000D+00 0.20000000D+00 0.47767102D+02 0.35856638D+00
 0.20000000D+00 0.24000000D+00 0.35706677D+02 0.31132288D+00
 0.24000000D+00 0.28000000D+00 0.26721465D+02 0.26589264D+00
 0.28000000D+00 0.32000000D+00 0.20242914D+02 0.25026347D+00
 0.32000000D+00 0.36000000D+00 0.15540243D+02 0.21166249D+00
 0.36000000D+00 0.40000000D+00 0.11519378D+02 0.16773536D+00
 0.40000000D+00 0.44000000D+00 0.87313934D+01 0.17243537D+00
 0.44000000D+00 0.48000000D+00 0.65972965D+01 0.16035188D+00
 0.48000000D+00 0.52000000D+00 0.48950720D+01 0.12280286D+00
 0.52000000D+00 0.56000000D+00 0.33311805D+01 0.88939833D-01
 0.56000000D+00 0.60000000D+00 0.24753217D+01 0.66187347D-01
 0.60000000D+00 0.64000000D+00 0.15271355D+01 0.44321513D-01
 0.64000000D+00 0.68000000D+00 0.10430228D+01 0.30591611D-01
 0.68000000D+00 0.72000000D+00 0.65156293D+00 0.19697377D-01
 0.72000000D+00 0.76000000D+00 0.36524107D+00 0.11775346D-01
 0.76000000D+00 0.80000000D+00 0.22358839D+00 0.70801660D-02
 0.80000000D+00 0.84000000D+00 0.10889347D+00 0.36419692D-02
 0.84000000D+00 0.88000000D+00 0.47384818D-01 0.16716655D-02
 0.88000000D+00 0.92000000D+00 0.18753822D-01 0.66430531D-03
 0.92000000D+00 0.96000000D+00 0.41636743D-02 0.16622320D-03
 0.96000000D+00 0.10000000D+01 0.31976816D-03 0.17218904D-04


# dsigma/dlogQ^2 index   2
 0.00000000D+00 0.13846627D+00 0.00000000D+00 0.00000000D+00
 0.13846627D+00 0.27693254D+00 0.00000000D+00 0.00000000D+00
 0.27693254D+00 0.41539882D+00 0.00000000D+00 0.00000000D+00
 0.41539882D+00 0.55386509D+00 0.00000000D+00 0.00000000D+00
 0.55386509D+00 0.69233136D+00 0.00000000D+00 0.00000000D+00
 0.69233136D+00 0.83079763D+00 0.00000000D+00 0.00000000D+00
 0.83079763D+00 0.96926391D+00 0.00000000D+00 0.00000000D+00
 0.96926391D+00 0.11077302D+01 0.00000000D+00 0.00000000D+00
 0.11077302D+01 0.12461965D+01 0.00000000D+00 0.00000000D+00
 0.12461965D+01 0.13846627D+01 0.00000000D+00 0.00000000D+00
 0.13846627D+01 0.15231290D+01 0.00000000D+00 0.00000000D+00
 0.15231290D+01 0.16615953D+01 0.00000000D+00 0.00000000D+00
 0.16615953D+01 0.18000615D+01 0.00000000D+00 0.00000000D+00
 0.18000615D+01 0.19385278D+01 0.00000000D+00 0.00000000D+00
 0.19385278D+01 0.20769941D+01 0.00000000D+00 0.00000000D+00
 0.20769941D+01 0.22154604D+01 0.00000000D+00 0.00000000D+00
 0.22154604D+01 0.23539266D+01 0.67078384D+03 0.75588829D-01
 0.23539266D+01 0.24923929D+01 0.00000000D+00 0.00000000D+00
 0.24923929D+01 0.26308592D+01 0.00000000D+00 0.00000000D+00
 0.26308592D+01 0.27693254D+01 0.00000000D+00 0.00000000D+00
 0.27693254D+01 0.29077917D+01 0.00000000D+00 0.00000000D+00
 0.29077917D+01 0.30462580D+01 0.00000000D+00 0.00000000D+00
 0.30462580D+01 0.31847243D+01 0.00000000D+00 0.00000000D+00
 0.31847243D+01 0.33231905D+01 0.00000000D+00 0.00000000D+00
 0.33231905D+01 0.34616568D+01 0.00000000D+00 0.00000000D+00


