 # Stamped by ./disorder on  6/09/2023 at 03:51:02
 #./disorder -p2b -pdf MSHT20nnlo_as118 -Qmin 5 -Qmax 31.62277660168379331998 -ymin 0.04 -ymax 0.95
 # ----------------------------------------------------------
 # Doing DIS @ nnlo  (e^- + p)
 # Using DISENT with projection-to-Born
 # Including neutral current
 # With γ only
 # xmin, xmax:         1.3290802764486975E-003   1.0000000000000000
 # ymin, ymax:         4.0000000000000001E-002  0.94999999999999996
 # Q2min, Q2max:       25.000000000000000        1000.0000000000000      GeV^2
 # Electron energy:    18.000000000000000      GeV
 # Proton energy:      275.00000000000000      GeV
 # COM energy:         19800.000000000000      GeV^2
 # PDF:             MSHT20nnlo_as118
 # MZ:                 91.187600000000003
 # MW:                 80.397999999999996
 # nf:                         5
 # CA:                 3.0000000000000000
 # CF:                 1.3333333333333333
 # TR:                0.50000000000000000
 # αS(MZ):            0.11800072760577117
 # 1/αEM:              137.00000000000000
 # GF:                 1.1267023651653377E-005
 # sin(θ_W)^2:        0.22264585341299603
 # ----------------------------------------------------------
# sigcut index   0
   0.00000000D+00   0.10000000D+01   0.46139834D+07   0.35100102D+05


# ptj1 index   1
   0.50000000D+01   0.60000000D+01   0.27449464D+04   0.36421359D+02
   0.60000000D+01   0.70000000D+01   0.21188587D+04   0.16271329D+02
   0.70000000D+01   0.80000000D+01   0.14320284D+04   0.41958259D+01
   0.80000000D+01   0.90000000D+01   0.95518492D+03   0.24373041D+01
   0.90000000D+01   0.10000000D+02   0.65709923D+03   0.29744507D+01
   0.10000000D+02   0.11000000D+02   0.45623404D+03   0.32187493D+01
   0.11000000D+02   0.12000000D+02   0.33251148D+03   0.19216366D+01
   0.12000000D+02   0.13000000D+02   0.23956223D+03   0.74060992D+00
   0.13000000D+02   0.14000000D+02   0.17890646D+03   0.61257128D+00
   0.14000000D+02   0.15000000D+02   0.13494622D+03   0.76686078D+00
   0.15000000D+02   0.16000000D+02   0.10397830D+03   0.45747462D+00
   0.16000000D+02   0.17000000D+02   0.77961981D+02   0.59228801D+00
   0.17000000D+02   0.18000000D+02   0.60848048D+02   0.43632927D+00
   0.18000000D+02   0.19000000D+02   0.47548329D+02   0.32758730D+00
   0.19000000D+02   0.20000000D+02   0.36883897D+02   0.25912895D+00
   0.20000000D+02   0.21000000D+02   0.28834823D+02   0.24353833D+00
   0.21000000D+02   0.22000000D+02   0.21851176D+02   0.21675847D+00
   0.22000000D+02   0.23000000D+02   0.17620422D+02   0.19978597D+00
   0.23000000D+02   0.24000000D+02   0.13145413D+02   0.11823275D+00
   0.24000000D+02   0.25000000D+02   0.10138280D+02   0.83424743D-01
   0.25000000D+02   0.26000000D+02   0.73948750D+01   0.69571372D-01
   0.26000000D+02   0.27000000D+02   0.52863484D+01   0.40303534D-01
   0.27000000D+02   0.28000000D+02   0.35525116D+01   0.37494490D-01
   0.28000000D+02   0.29000000D+02   0.19775472D+01   0.31284062D-01
   0.29000000D+02   0.30000000D+02   0.92254415D+00   0.14697062D-01


# etaj1 index   2
  -0.20000000D+01  -0.18000000D+01  -0.50640727D+01   0.15476825D+01
  -0.18000000D+01  -0.16000000D+01   0.49656835D+02   0.45458250D+01
  -0.16000000D+01  -0.14000000D+01   0.27809341D+03   0.16998602D+02
  -0.14000000D+01  -0.12000000D+01   0.59050764D+03   0.21453125D+02
  -0.12000000D+01  -0.10000000D+01   0.10373783D+04   0.25131817D+02
  -0.10000000D+01  -0.80000000D+00   0.13851449D+04   0.39215836D+02
  -0.80000000D+00  -0.60000000D+00   0.17835113D+04   0.65349020D+02
  -0.60000000D+00  -0.40000000D+00   0.22216878D+04   0.12008757D+03
  -0.40000000D+00  -0.20000000D+00   0.26155360D+04   0.48805111D+02
  -0.20000000D+00   0.00000000D+00   0.28760603D+04   0.37779862D+02
   0.00000000D+00   0.20000000D+00   0.32556241D+04   0.58541164D+02
   0.20000000D+00   0.40000000D+00   0.34507668D+04   0.40279655D+02
   0.40000000D+00   0.60000000D+00   0.35597553D+04   0.41497820D+02
   0.60000000D+00   0.80000000D+00   0.36439047D+04   0.48808475D+02
   0.80000000D+00   0.10000000D+01   0.37776311D+04   0.46508417D+02
   0.10000000D+01   0.12000000D+01   0.36344164D+04   0.50920983D+02
   0.12000000D+01   0.14000000D+01   0.39682414D+04   0.11132168D+02
   0.14000000D+01   0.16000000D+01   0.33382213D+04   0.90271823D+01
   0.16000000D+01   0.18000000D+01   0.23458956D+04   0.65308774D+01
   0.18000000D+01   0.20000000D+01   0.15476358D+04   0.16628005D+01
   0.20000000D+01   0.22000000D+01   0.96559573D+03   0.90736733D+00
   0.22000000D+01   0.24000000D+01   0.57206446D+03   0.23875628D+00
   0.24000000D+01   0.26000000D+01   0.32474043D+03   0.94225334D-01
   0.26000000D+01   0.28000000D+01   0.19128976D+03   0.49936614D-01
   0.28000000D+01   0.30000000D+01   0.12305198D+03   0.35588727D-01


