 # Stamped by ./disorder on  5/09/2023 at 22:24:01
 #./disorder -p2b -pdf MSHT20nnlo_as118 -Qmin 5 -Qmax 31.62277660168379331998 -ymin 0.04 -ymax 0.95
 # ----------------------------------------------------------
 # Doing DIS @   lo  (e^- + p)
 # Using DISENT with projection-to-Born
 # Including neutral current
 # With γ only
 # xmin, xmax:         1.3290802764486975E-003   1.0000000000000000
 # ymin, ymax:         4.0000000000000001E-002  0.94999999999999996
 # Q2min, Q2max:       25.000000000000000        1000.0000000000000      GeV^2
 # Electron energy:    18.000000000000000      GeV
 # Proton energy:      275.00000000000000      GeV
 # COM energy:         19800.000000000000      GeV^2
 # PDF:             MSHT20nnlo_as118
 # MZ:                 91.187600000000003
 # MW:                 80.397999999999996
 # nf:                         5
 # CA:                 3.0000000000000000
 # CF:                 1.3333333333333333
 # TR:                0.50000000000000000
 # αS(MZ):            0.11800072760577117
 # 1/αEM:              137.00000000000000
 # GF:                 1.1267023651653377E-005
 # sin(θ_W)^2:        0.22264585341299603
 # ----------------------------------------------------------
# sigcut index   0
   0.00000000D+00   0.10000000D+01   0.12741027D+05   0.37507243D+00


# ptj1 index   1
   0.50000000D+01   0.60000000D+01   0.49247460D+04   0.35423572D+00
   0.60000000D+01   0.70000000D+01   0.27109960D+04   0.27004723D+00
   0.70000000D+01   0.80000000D+01   0.16148619D+04   0.20419788D+00
   0.80000000D+01   0.90000000D+01   0.10214581D+04   0.15718609D+00
   0.90000000D+01   0.10000000D+02   0.67733102D+03   0.12378466D+00
   0.10000000D+02   0.11000000D+02   0.46648395D+03   0.10025535D+00
   0.11000000D+02   0.12000000D+02   0.33098747D+03   0.82189300D-01
   0.12000000D+02   0.13000000D+02   0.24074452D+03   0.69345517D-01
   0.13000000D+02   0.14000000D+02   0.17896007D+03   0.60731112D-01
   0.14000000D+02   0.15000000D+02   0.13670365D+03   0.54012445D-01
   0.15000000D+02   0.16000000D+02   0.10595389D+03   0.47629049D-01
   0.16000000D+02   0.17000000D+02   0.82879521D+02   0.42093341D-01
   0.17000000D+02   0.18000000D+02   0.65115187D+02   0.37281346D-01
   0.18000000D+02   0.19000000D+02   0.51387046D+02   0.33109286D-01
   0.19000000D+02   0.20000000D+02   0.40609426D+02   0.29432219D-01
   0.20000000D+02   0.21000000D+02   0.32123134D+02   0.26260653D-01
   0.21000000D+02   0.22000000D+02   0.25317439D+02   0.23406784D-01
   0.22000000D+02   0.23000000D+02   0.19884557D+02   0.20803185D-01
   0.23000000D+02   0.24000000D+02   0.15466654D+02   0.18565609D-01
   0.24000000D+02   0.25000000D+02   0.11899291D+02   0.16341994D-01
   0.25000000D+02   0.26000000D+02   0.88896501D+01   0.14173512D-01
   0.26000000D+02   0.27000000D+02   0.63760166D+01   0.12232439D-01
   0.27000000D+02   0.28000000D+02   0.42037403D+01   0.97355925D-02
   0.28000000D+02   0.29000000D+02   0.23122391D+01   0.60595316D-02
   0.29000000D+02   0.30000000D+02   0.78035065D+00   0.25037558D-02


# etaj1 index   2
  -0.20000000D+01  -0.18000000D+01   0.28309653D+02   0.43219272D-01
  -0.18000000D+01  -0.16000000D+01   0.31225097D+03   0.18483241D+00
  -0.16000000D+01  -0.14000000D+01   0.85625802D+03   0.34214191D+00
  -0.14000000D+01  -0.12000000D+01   0.15368256D+04   0.47285091D+00
  -0.12000000D+01  -0.10000000D+01   0.22587964D+04   0.57286205D+00
  -0.10000000D+01  -0.80000000D+00   0.29556472D+04   0.64833717D+00
  -0.80000000D+00  -0.60000000D+00   0.35768340D+04   0.70505146D+00
  -0.60000000D+00  -0.40000000D+00   0.40969227D+04   0.74752998D+00
  -0.40000000D+00  -0.20000000D+00   0.45037060D+04   0.77830252D+00
  -0.20000000D+00   0.00000000D+00   0.47921717D+04   0.79930077D+00
   0.00000000D+00   0.20000000D+00   0.49770093D+04   0.81334728D+00
   0.20000000D+00   0.40000000D+00   0.50649887D+04   0.82197714D+00
   0.40000000D+00   0.60000000D+00   0.50757989D+04   0.82726850D+00
   0.60000000D+00   0.80000000D+00   0.50230292D+04   0.83046077D+00
   0.80000000D+00   0.10000000D+01   0.49206478D+04   0.83329408D+00
   0.10000000D+01   0.12000000D+01   0.47820309D+04   0.83714811D+00
   0.12000000D+01   0.14000000D+01   0.40143593D+04   0.77672441D+00
   0.14000000D+01   0.16000000D+01   0.23675081D+04   0.58860995D+00
   0.16000000D+01   0.18000000D+01   0.13825359D+04   0.44498516D+00
   0.18000000D+01   0.20000000D+01   0.78297334D+03   0.33437416D+00
   0.20000000D+01   0.22000000D+01   0.39664648D+03   0.23917108D+00
   0.22000000D+01   0.24000000D+01   0.16184658D+03   0.11575353D+00
   0.24000000D+01   0.26000000D+01   0.43281839D+02   0.33330792D-01
   0.26000000D+01   0.28000000D+01   0.47687594D+01   0.44862708D-02
   0.28000000D+01   0.30000000D+01   0.52793505D-01   0.83894642D-04


