 # Stamped by ./disorder on  6/09/2023 at 03:51:02
 #./disorder -p2b -pdf MSHT20nnlo_as118 -Qmin 5 -Qmax 31.62277660168379331998 -ymin 0.04 -ymax 0.95
 # ----------------------------------------------------------
 # Doing DIS @ nnlo  (e^- + p)
 # Using DISENT with projection-to-Born
 # Including neutral current
 # With γ only
 # xmin, xmax:         1.3290802764486975E-003   1.0000000000000000
 # ymin, ymax:         4.0000000000000001E-002  0.94999999999999996
 # Q2min, Q2max:       25.000000000000000        1000.0000000000000      GeV^2
 # Electron energy:    18.000000000000000      GeV
 # Proton energy:      275.00000000000000      GeV
 # COM energy:         19800.000000000000      GeV^2
 # PDF:             MSHT20nnlo_as118
 # MZ:                 91.187600000000003
 # MW:                 80.397999999999996
 # nf:                         5
 # CA:                 3.0000000000000000
 # CF:                 1.3333333333333333
 # TR:                0.50000000000000000
 # αS(MZ):            0.11800072760577117
 # 1/αEM:              137.00000000000000
 # GF:                 1.1267023651653377E-005
 # sin(θ_W)^2:        0.22264585341299603
 # ----------------------------------------------------------
# sigcut index   0
   0.00000000D+00   0.10000000D+01   0.64610060D+07   0.36145460D+05


# ptj1 index   1
   0.50000000D+01   0.60000000D+01   0.28730533D+04   0.11745951D+02
   0.60000000D+01   0.70000000D+01   0.21486769D+04   0.65228094D+01
   0.70000000D+01   0.80000000D+01   0.14382903D+04   0.35421232D+01
   0.80000000D+01   0.90000000D+01   0.96978156D+03   0.20810572D+01
   0.90000000D+01   0.10000000D+02   0.66560475D+03   0.22028189D+01
   0.10000000D+02   0.11000000D+02   0.46260529D+03   0.21273773D+01
   0.11000000D+02   0.12000000D+02   0.33429341D+03   0.10895335D+01
   0.12000000D+02   0.13000000D+02   0.24182489D+03   0.66081370D+00
   0.13000000D+02   0.14000000D+02   0.18009492D+03   0.11246573D+01
   0.14000000D+02   0.15000000D+02   0.13670312D+03   0.10723649D+01
   0.15000000D+02   0.16000000D+02   0.10381687D+03   0.35477996D+00
   0.16000000D+02   0.17000000D+02   0.79036811D+02   0.26621043D+00
   0.17000000D+02   0.18000000D+02   0.61531442D+02   0.26864817D+00
   0.18000000D+02   0.19000000D+02   0.48086490D+02   0.23030762D+00
   0.19000000D+02   0.20000000D+02   0.37448944D+02   0.10505204D+00
   0.20000000D+02   0.21000000D+02   0.29360743D+02   0.96074940D-01
   0.21000000D+02   0.22000000D+02   0.22637240D+02   0.84989065D-01
   0.22000000D+02   0.23000000D+02   0.17811764D+02   0.67833596D-01
   0.23000000D+02   0.24000000D+02   0.13684897D+02   0.48055817D-01
   0.24000000D+02   0.25000000D+02   0.10468793D+02   0.38666435D-01
   0.25000000D+02   0.26000000D+02   0.77394716D+01   0.29090560D-01
   0.26000000D+02   0.27000000D+02   0.55851305D+01   0.22100067D-01
   0.27000000D+02   0.28000000D+02   0.37718069D+01   0.15809198D-01
   0.28000000D+02   0.29000000D+02   0.22077328D+01   0.11161010D-01
   0.29000000D+02   0.30000000D+02   0.10458639D+01   0.53546805D-02


# etaj1 index   2
  -0.20000000D+01  -0.18000000D+01  -0.48131607D+01   0.72740840D+00
  -0.18000000D+01  -0.16000000D+01   0.57287223D+02   0.62387349D+01
  -0.16000000D+01  -0.14000000D+01   0.28354306D+03   0.64862115D+01
  -0.14000000D+01  -0.12000000D+01   0.65477637D+03   0.83052362D+01
  -0.12000000D+01  -0.10000000D+01   0.10819378D+04   0.15054002D+02
  -0.10000000D+01  -0.80000000D+00   0.15000075D+04   0.12448233D+02
  -0.80000000D+00  -0.60000000D+00   0.19333741D+04   0.18913075D+02
  -0.60000000D+00  -0.40000000D+00   0.23793340D+04   0.32037561D+02
  -0.40000000D+00  -0.20000000D+00   0.27170678D+04   0.18207463D+02
  -0.20000000D+00   0.00000000D+00   0.30198036D+04   0.16796281D+02
   0.00000000D+00   0.20000000D+00   0.33011466D+04   0.24659172D+02
   0.20000000D+00   0.40000000D+00   0.34799547D+04   0.23245439D+02
   0.40000000D+00   0.60000000D+00   0.36619085D+04   0.16326116D+02
   0.60000000D+00   0.80000000D+00   0.37709637D+04   0.28129759D+02
   0.80000000D+00   0.10000000D+01   0.37810225D+04   0.16800289D+02
   0.10000000D+01   0.12000000D+01   0.37955385D+04   0.21687579D+02
   0.12000000D+01   0.14000000D+01   0.39481051D+04   0.24721249D+02
   0.14000000D+01   0.16000000D+01   0.34723539D+04   0.17849554D+02
   0.16000000D+01   0.18000000D+01   0.24759332D+04   0.40851303D+01
   0.18000000D+01   0.20000000D+01   0.16658499D+04   0.14332898D+01
   0.20000000D+01   0.22000000D+01   0.10658038D+04   0.83688137D+00
   0.22000000D+01   0.24000000D+01   0.65347076D+03   0.29197630D+00
   0.24000000D+01   0.26000000D+01   0.38794107D+03   0.97516711D-01
   0.26000000D+01   0.28000000D+01   0.23930433D+03   0.44103517D-01
   0.28000000D+01   0.30000000D+01   0.15944718D+03   0.32100484D-01


