 # Stamped by ./disorder on  6/09/2023 at 18:40:02
 #./disorder -p2b -pdf NNPDF31_nnlo_pdfas -Qmin 5 -ymin 0.04 -scaleuncert -Ehad 820 -Elep 27.5 -mz 9
 # ----------------------------------------------------------
 # Doing DIS @  nlo  (e^- + p)
 # Using DISENT with projection-to-Born
 # Including neutral current
 # With γ only
 # xmin, xmax:         2.7716186252771619E-004   1.0000000000000000
 # ymin, ymax:         4.0000000000000001E-002   1.0000000000000000
 # Q2min, Q2max:       25.000000000000000        90200.000000000000      GeV^2
 # Electron energy:    27.500000000000000      GeV
 # Proton energy:      820.00000000000000      GeV
 # COM energy:         90200.000000000000      GeV^2
 # PDF:             NNPDF31_nnlo_pdfas
 # MZ:                 91.187600000000003
 # MW:                 80.397999999999996
 # nf:                         5
 # CA:                 3.0000000000000000
 # CF:                 1.3333333333333333
 # TR:                0.50000000000000000
 # αS(MZ):            0.11800215829284905
 # 1/αEM:              137.00000000000000
 # GF:                 1.1267023651653377E-005
 # sin(θ_W)^2:        0.22264585341299603
 # ----------------------------------------------------------
# Etj1 index   0
   0.60000000D+01   0.80000000D+01   0.25236732D+04   0.30146037D+01
   0.80000000D+01   0.10000000D+02   0.12753929D+04   0.13992871D+01
   0.10000000D+02   0.12000000D+02   0.67824432D+03   0.74963175D+00
   0.12000000D+02   0.14000000D+02   0.38664450D+03   0.45506540D+00
   0.14000000D+02   0.16000000D+02   0.23337396D+03   0.29082133D+00
   0.16000000D+02   0.18000000D+02   0.14812745D+03   0.21404983D+00
   0.18000000D+02   0.20000000D+02   0.98290148D+02   0.15309232D+00
   0.20000000D+02   0.22000000D+02   0.67007799D+02   0.10685589D+00
   0.22000000D+02   0.24000000D+02   0.47387731D+02   0.89149088D-01
   0.24000000D+02   0.26000000D+02   0.34238324D+02   0.75366112D-01
   0.26000000D+02   0.28000000D+02   0.25480748D+02   0.54157600D-01
   0.28000000D+02   0.30000000D+02   0.19038321D+02   0.44579937D-01
   0.30000000D+02   0.32000000D+02   0.14598020D+02   0.33942563D-01
   0.32000000D+02   0.34000000D+02   0.11246813D+02   0.28980919D-01
   0.34000000D+02   0.36000000D+02   0.87814134D+01   0.24218122D-01
   0.36000000D+02   0.38000000D+02   0.69363420D+01   0.19836696D-01
   0.38000000D+02   0.40000000D+02   0.54813732D+01   0.16811858D-01
   0.40000000D+02   0.42000000D+02   0.44006082D+01   0.14957885D-01
   0.42000000D+02   0.44000000D+02   0.35133989D+01   0.13472009D-01
   0.44000000D+02   0.46000000D+02   0.28387887D+01   0.12449051D-01
   0.46000000D+02   0.48000000D+02   0.22890403D+01   0.10509414D-01
   0.48000000D+02   0.50000000D+02   0.18549019D+01   0.81921626D-02
   0.50000000D+02   0.52000000D+02   0.15308858D+01   0.70412314D-02
   0.52000000D+02   0.54000000D+02   0.12436610D+01   0.54896466D-02
   0.54000000D+02   0.56000000D+02   0.10280011D+01   0.48476861D-02
   0.56000000D+02   0.58000000D+02   0.83989041D+00   0.41374193D-02
   0.58000000D+02   0.60000000D+02   0.69975095D+00   0.35612310D-02
   0.60000000D+02   0.62000000D+02   0.57479909D+00   0.31164355D-02
   0.62000000D+02   0.64000000D+02   0.47955305D+00   0.26905316D-02
   0.64000000D+02   0.66000000D+02   0.39671152D+00   0.23037534D-02
   0.66000000D+02   0.68000000D+02   0.32921785D+00   0.22706169D-02
   0.68000000D+02   0.70000000D+02   0.27488586D+00   0.20756599D-02
   0.70000000D+02   0.72000000D+02   0.22494019D+00   0.14961153D-02
   0.72000000D+02   0.74000000D+02   0.18903917D+00   0.12007012D-02
   0.74000000D+02   0.76000000D+02   0.15910171D+00   0.10895378D-02
   0.76000000D+02   0.78000000D+02   0.13053310D+00   0.96991664D-03
   0.78000000D+02   0.80000000D+02   0.10820890D+00   0.78136184D-03
   0.80000000D+02   0.82000000D+02   0.90863627D-01   0.67405526D-03
   0.82000000D+02   0.84000000D+02   0.74705221D-01   0.59659590D-03
   0.84000000D+02   0.86000000D+02   0.61333498D-01   0.50133700D-03
   0.86000000D+02   0.88000000D+02   0.50218144D-01   0.44017031D-03
   0.88000000D+02   0.90000000D+02   0.41224312D-01   0.38471757D-03
   0.90000000D+02   0.92000000D+02   0.33816251D-01   0.29695823D-03
   0.92000000D+02   0.94000000D+02   0.27259727D-01   0.25117605D-03
   0.94000000D+02   0.96000000D+02   0.22478803D-01   0.20489767D-03
   0.96000000D+02   0.98000000D+02   0.18065380D-01   0.16830919D-03
   0.98000000D+02   0.10000000D+03   0.14548182D-01   0.13869151D-03
   0.10000000D+03   0.10200000D+03   0.11567136D-01   0.11516241D-03
   0.10200000D+03   0.10400000D+03   0.90867065D-02   0.94441107D-04
   0.10400000D+03   0.10600000D+03   0.71500130D-02   0.73658099D-04


# etaj1 index   1
  -0.10000000D+01  -0.50000000D+00   0.30144652D+04   0.70855254D+01
  -0.50000000D+00   0.00000000D+00   0.41160108D+04   0.66197104D+01
   0.00000000D+00   0.50000000D+00   0.46042695D+04   0.56617066D+01
   0.50000000D+00   0.10000000D+01   0.46443538D+04   0.71606056D+01
   0.10000000D+01   0.15000000D+01   0.36293835D+04   0.26958837D+01
   0.15000000D+01   0.20000000D+01   0.15794365D+04   0.76250705D+00
   0.20000000D+01   0.25000000D+01   0.61787810D+03   0.27723049D+00
   0.25000000D+01   0.30000000D+01   0.22433882D+03   0.95375705D-01


