 # Stamped by ./disorder on 19/09/2023 at 17:29:12
 #./disorder -p2b -pdf NNPDF31_nnlo_pdfas -Qmin 5 -ymin 0.04 -scaleuncert -Ehad 820 -Elep 27.5 -mz 9
 # ----------------------------------------------------------
 # Doing DIS @ nnlo  (e^- + p)
 # Using DISENT with projection-to-Born
 # Including neutral current
 # With γ only
 # xmin, xmax:         2.7716186252771619E-004   1.0000000000000000
 # ymin, ymax:         4.0000000000000001E-002   1.0000000000000000
 # Q2min, Q2max:       25.000000000000000        90200.000000000000      GeV^2
 # Electron energy:    27.500000000000000      GeV
 # Proton energy:      820.00000000000000      GeV
 # COM energy:         90200.000000000000      GeV^2
 # PDF:             NNPDF31_nnlo_pdfas
 # MZ:                 91.187600000000003
 # MW:                 80.397999999999996
 # nf:                         5
 # CA:                 3.0000000000000000
 # CF:                 1.3333333333333333
 # TR:                0.50000000000000000
 # αS(MZ):            0.11800215829284905
 # 1/αEM:              137.00000000000000
 # GF:                 1.1267023651653377E-005
 # sin(θ_W)^2:        0.22264585341299603
 # ----------------------------------------------------------
# sig index   0
   0.00000000D+00   0.10000000D+01   0.11342474D+05   0.45131891D+01


# Q2 index   1
   0.25000000D+02   0.50000000D+02   0.14290689D+03   0.16465588D+00
   0.50000000D+02   0.10000000D+03   0.73901353D+02   0.54836645D-01
   0.10000000D+03   0.25000000D+03   0.17488236D+02   0.22636046D-02
   0.25000000D+03   0.63000000D+03   0.24564837D+01   0.30051458D-03
   0.63000000D+03   0.16000000D+04   0.30139770D+00   0.49223730D-04
   0.16000000D+04   0.40000000D+04   0.30497043D-01   0.87678823D-05
   0.40000000D+04   0.10000000D+06   0.17147849D-03   0.36984553D-07


# x index   2
   0.10000000D-03   0.10000000D-02   0.35703937D+06   0.70303930D+02
   0.10000000D-02   0.25000000D-02   0.12491083D+07   0.17683263D+04
   0.25000000D-02   0.63000000D-02   0.97344044D+06   0.79714902D+03
   0.63000000D-02   0.15800000D-01   0.34593966D+06   0.43280243D+03
   0.15800000D-01   0.40000000D-01   0.59276968D+05   0.30078347D+01
   0.40000000D-01   0.10000000D+00   0.72975029D+04   0.58454220D+00
   0.10000000D+00   0.10000000D+01   0.15935242D+03   0.19109271D-01


# Etj1inc index   3
   0.60000000D+01   0.80000000D+01   0.27785167D+04   0.28549738D+01
   0.80000000D+01   0.10000000D+02   0.14646245D+04   0.17622952D+01
   0.10000000D+02   0.14000000D+02   0.61369995D+03   0.32571711D+00
   0.14000000D+02   0.21000000D+02   0.16544470D+03   0.76233247D-01
   0.21000000D+02   0.29000000D+02   0.39831782D+02   0.16045838D-01
   0.29000000D+02   0.47000000D+02   0.78766602D+01   0.26348275D-02
   0.47000000D+02   0.71000000D+02   0.88016982D+00   0.80502521D-03
   0.71000000D+02   0.12700000D+03   0.43021316D-01   0.43523979D-04


# etaj1inc index   4
  -0.10000000D+01  -0.50000000D+00   0.31594666D+04   0.64327443D+01
  -0.50000000D+00   0.00000000D+00   0.43555507D+04   0.59756433D+01
   0.00000000D+00   0.50000000D+00   0.49923286D+04   0.62944194D+01
   0.50000000D+00   0.10000000D+01   0.51221507D+04   0.58369190D+01
   0.10000000D+01   0.15000000D+01   0.41318146D+04   0.33921430D+01
   0.15000000D+01   0.20000000D+01   0.19653078D+04   0.61333734D+00
   0.20000000D+01   0.25000000D+01   0.89053726D+03   0.11479481D+00
   0.25000000D+01   0.30000000D+01   0.41819926D+03   0.40792453D-01


# Etj1 index   5
   0.60000000D+01   0.80000000D+01   0.23985336D+04   0.28547685D+01
   0.80000000D+01   0.10000000D+02   0.13197958D+04   0.17622335D+01
   0.10000000D+02   0.14000000D+02   0.56116611D+03   0.32568826D+00
   0.14000000D+02   0.21000000D+02   0.15415566D+03   0.76227504D-01
   0.21000000D+02   0.29000000D+02   0.37838017D+02   0.16044532D-01
   0.29000000D+02   0.47000000D+02   0.76292013D+01   0.26346921D-02
   0.47000000D+02   0.71000000D+02   0.87808349D+00   0.80500593D-03
   0.71000000D+02   0.12700000D+03   0.43211470D-01   0.43523419D-04


# etaj1 index   6
  -0.10000000D+01  -0.50000000D+00   0.29549313D+04   0.64326552D+01
  -0.50000000D+00   0.00000000D+00   0.40333195D+04   0.59754968D+01
   0.00000000D+00   0.50000000D+00   0.45853209D+04   0.62942715D+01
   0.50000000D+00   0.10000000D+01   0.46745660D+04   0.65448663D+01
   0.10000000D+01   0.15000000D+01   0.37210000D+04   0.33919627D+01
   0.15000000D+01   0.20000000D+01   0.15978956D+04   0.61243234D+00
   0.20000000D+01   0.25000000D+01   0.60394632D+03   0.11094060D+00
   0.25000000D+01   0.30000000D+01   0.21770303D+03   0.34500033D-01


